loop|id|group|activity|descriptiono
924|AIO|17|running|if youre an allweather runner grab this fleece version of our fast and free tights they offer warmth so you can focus on catching that runners high
925|AIP|7|yoga|this yoga bras made with marshmallowysoft foam cups and supple fabric to keep you comfortable during your practicebut we wont be surprised if you wear it all day
926|AIQ|52|on the move|these ultrasoft breathable flares have front slits to give you extra freedom and ventilation in yoga practice
927|AIR|68|running|lined for extra coverage these run shorts breathe easy side pockets in the liner let you keep what you need close
928|AIS|99|on the move|show your bold side in this lightweight fleece pullover thats made for layering the oneofakind dye pattern is as unique as you are
929|AIT|37|on the move|layer up or down in this soft waffleknit henley sweatwicking quickdrying fabric ensures you stay comfortable while youre on the move
930|AIU|17|on the move|whether youre working from home or just home from work this soft wrapfront sweater looks and feels perfectly put together
931|AIV|57|on the move|keep your keys exactly where you can find them with this reflective key chain
932|AIW|7|on the move|this reflective key chain keeps your keys where you want them so you dont have to search the bottom of your bag
933|AIX|98|training|sometimes you want coverage and cool air this sweatwicking hoodie is at your service with breezy openhole technology
934|AIY|39|on the move|this parka reinterprets the classic military jacket modern technical construction plenty of ventilation and overt reflective taping keep you moving in all weather
935|AIZ|5|on the move|voted most likely to turn heads this zipfront polo pairs a streamlined fit with smooth quickdrying fabric thats perfect for wherever your day takes you
936|AJA|47|hiking|total comfort from start to summit we moved the seams off the shoulders of this ventilated hiking shirt to keep backpack strap rubbing at bay
937|AJB|13|yoga|this longline bra has a nofuss wrap detail that helps keep you cool during yoga flows and moments of stillness
938|AJC|56|on the move|slip on this mock neck tee for your morning meditation and beyond the ties wrap around your waist and knot in the back to keep it comfy and casual
939|AJD|10|running|why do hot weather runs feel so good these shorts are made to feel light and cool in spicy weather
940|AJE|20|on the move|feeling frosty not anymore made from yarn thats lightweight and soft these foldover knit mittens keep the heat in and the chills out
941|AJF|2|running|be bold in the cold this top uses bodymapped ventscape technology to keep your temperature regulated during outdoor runs
942|AJG|29|on the move|give yourself a hug in this soft tank with ties that wrap around your waist and knot in the back your meditation is as snug as you want it to be
943|AJH|65|running|run for the hillsthese shorts were designed with athletic quads in mind side zippered pocket keeps keys cards and other small items safe
944|AJI|0|on the move|if your poker face is a big smile this transparent visor might be the hat for you
945|AJJ|69|training|dont let a little sweat stop you powered by quickdrying everlux fabric these tights are here for hot and humid training sessions
946|AJK|90|running|your best pace awaits the fast and free collection powered by nulux fabric is about unrestricted movement and incredibly lightweight coverage that passes the squat test
947|AJL|57|on the move|plenty of pockets and ample volume make this duffle ideal for packing everything and knowing exactly where your essentials are grab handles keep you agile on the go
948|AJM|98|training|ready set sweat made from lightweight and abrasionresistant fabric this tank is here to get you through the toughest training sessions
949|AJN|61|training|move with purpose this slimfitting top is streamlined in the chest and sleeves for a distractionfree fit
950|AJO|1|training|focus on your strength not your sweat powered by everlux our fastestdrying fabric the ultrabreathable invigorate collection handles heat and sweat during intense workouts
951|AJP|65|hiking|detours welcome with plenty of storage and a builtin liner this skirt holds your hiking essentials on trails and beyond
952|AJQ|93|on the move|its a cinch this lightweight tank with a cinchable drawcord lets you switch up your look at a moments notice
953|AJR|95|tennis and running|pockets in your skirt thats a yes from tennis to trail running dropin pockets let you keep essentials close
954|AJS|6|running|as reliable as your favourite run route these tights always deliver with lots of pockets and a hit of reflectivity
955|AJT|6|running|as reliable as your favourite run route powered by our supportive luxtreme fabric these tights always deliver with lots of pockets and a hit of reflectivity
956|AJU|6|running|as reliable as your favourite run route powered by luxtreme fabric these tights deliver with plenty of pockets and a hit of reflectivity
957|AJV|6|running|your best pace awaits as reliable as your favourite run route these tights deliver with lots of pockets and a hit of reflectivity
958|AJW|6|running|as reliable as your favourite run route these tights deliver with lots of pockets and a hit of reflectivity
959|AJX|6|running|as reliable as your favourite run route made from sweatwicking luxtreme fabric these tights always deliver with lots of pockets and a hit of reflectivity
960|AJY|24|running|as reliable as your favourite run route powered by our supportive luxtreme fabric these tights have extra pockets to stash essentials as you run
